cohort,prob,percentile,gender
1944.0,0.913,4,f
1945.0,0.884,4,f
1946.0,0.892,4,f
1947.0,0.891,4,f
1948.0,0.88,4,f
1949.0,0.859,4,f
1950.0,0.873,4,f
1951.0,0.866,4,f
1952.0,0.829,4,f
1953.0,0.851,4,f
1954.0,0.826,4,f
1955.0,0.84,4,f
1956.0,0.816,4,f
1957.0,0.813,4,f
1958.0,0.805,4,f
1959.0,0.797,4,f
1960.0,0.804,4,f
1961.0,0.782,4,f
1962.0,0.766,4,f
1963.0,0.809,4,f
1964.0,0.763,4,f
1965.0,0.819,4,f
1966.0,0.785,4,f
1967.0,0.81,4,f
1968.0,0.835,4,f
1969.0,0.831,4,f
1970.0,0.868,4,f
1971.0,0.844,4,f
1972.0,0.84,4,f
1973.0,0.836,4,f
1974.0,0.846,4,f
1975.0,0.859,4,f
1976.0,0.825,4,f
1977.0,0.807,4,f
1978.0,0.805,4,f
1979.0,0.801,4,f
1980.0,0.789,4,f
1981.0,0.807,4,f
1982.0,0.811,4,f
1983.0,0.771,4,f
1984.0,0.778,4,f
1940.0,0.905,5,f
1941.0,0.89,5,f
1942.0,0.897,5,f
1943.0,0.877,5,f
1944.0,0.912,5,f
1945.0,0.881,5,f
1946.0,0.892,5,f
1947.0,0.889,5,f
1948.0,0.879,5,f
1949.0,0.854,5,f
1950.0,0.873,5,f
1951.0,0.865,5,f
1952.0,0.829,5,f
1953.0,0.848,5,f
1954.0,0.826,5,f
1955.0,0.834,5,f
1956.0,0.812,5,f
1957.0,0.807,5,f
1958.0,0.797,5,f
1959.0,0.789,5,f
1960.0,0.797,5,f
1961.0,0.782,5,f
1962.0,0.764,5,f
1963.0,0.801,5,f
1964.0,0.757,5,f
1965.0,0.814,5,f
1966.0,0.772,5,f
1967.0,0.797,5,f
1968.0,0.825,5,f
1969.0,0.824,5,f
1970.0,0.859,5,f
1971.0,0.835,5,f
1972.0,0.833,5,f
1973.0,0.814,5,f
1974.0,0.831,5,f
1975.0,0.834,5,f
1976.0,0.82,5,f
1977.0,0.805,5,f
1978.0,0.792,5,f
1979.0,0.793,5,f
1980.0,0.782,5,f
1981.0,0.8,5,f
1982.0,0.799,5,f
1983.0,0.756,5,f
1984.0,0.749,5,f
1940.0,0.905,6,f
1941.0,0.889,6,f
1942.0,0.898,6,f
1943.0,0.878,6,f
1944.0,0.911,6,f
1945.0,0.875,6,f
1946.0,0.892,6,f
1947.0,0.888,6,f
1948.0,0.878,6,f
1949.0,0.848,6,f
1950.0,0.872,6,f
1951.0,0.865,6,f
1952.0,0.83,6,f
1953.0,0.845,6,f
1954.0,0.823,6,f
1955.0,0.828,6,f
1956.0,0.81,6,f
1957.0,0.801,6,f
1958.0,0.792,6,f
1959.0,0.781,6,f
1960.0,0.785,6,f
1961.0,0.779,6,f
1962.0,0.759,6,f
1963.0,0.788,6,f
1964.0,0.743,6,f
1965.0,0.805,6,f
1966.0,0.762,6,f
1967.0,0.776,6,f
1968.0,0.812,6,f
1969.0,0.812,6,f
1970.0,0.852,6,f
1971.0,0.823,6,f
1972.0,0.826,6,f
1973.0,0.794,6,f
1974.0,0.827,6,f
1975.0,0.818,6,f
1976.0,0.816,6,f
1977.0,0.797,6,f
1978.0,0.781,6,f
1979.0,0.774,6,f
1980.0,0.766,6,f
1981.0,0.783,6,f
1982.0,0.784,6,f
1983.0,0.747,6,f
1984.0,0.721,6,f
1940.0,0.904,7,f
1941.0,0.887,7,f
1942.0,0.897,7,f
1943.0,0.878,7,f
1944.0,0.91,7,f
1945.0,0.872,7,f
1946.0,0.89,7,f
1947.0,0.886,7,f
1948.0,0.874,7,f
1949.0,0.844,7,f
1950.0,0.869,7,f
1951.0,0.863,7,f
1952.0,0.829,7,f
1953.0,0.839,7,f
1954.0,0.82,7,f
1955.0,0.82,7,f
1956.0,0.81,7,f
1957.0,0.799,7,f
1958.0,0.788,7,f
1959.0,0.774,7,f
1960.0,0.767,7,f
1961.0,0.769,7,f
1962.0,0.752,7,f
1963.0,0.776,7,f
1964.0,0.736,7,f
1965.0,0.789,7,f
1966.0,0.745,7,f
1967.0,0.747,7,f
1968.0,0.798,7,f
1969.0,0.802,7,f
1970.0,0.834,7,f
1971.0,0.811,7,f
1972.0,0.818,7,f
1973.0,0.788,7,f
1974.0,0.823,7,f
1975.0,0.803,7,f
1976.0,0.799,7,f
1977.0,0.789,7,f
1978.0,0.773,7,f
1979.0,0.754,7,f
1980.0,0.744,7,f
1981.0,0.772,7,f
1982.0,0.776,7,f
1983.0,0.739,7,f
1984.0,0.709,7,f
1940.0,0.906,8,f
1941.0,0.887,8,f
1942.0,0.898,8,f
1943.0,0.879,8,f
1944.0,0.91,8,f
1945.0,0.871,8,f
1946.0,0.891,8,f
1947.0,0.889,8,f
1948.0,0.874,8,f
1949.0,0.842,8,f
1950.0,0.867,8,f
1951.0,0.861,8,f
1952.0,0.831,8,f
1953.0,0.835,8,f
1954.0,0.821,8,f
1955.0,0.821,8,f
1956.0,0.811,8,f
1957.0,0.797,8,f
1958.0,0.784,8,f
1959.0,0.767,8,f
1960.0,0.755,8,f
1961.0,0.763,8,f
1962.0,0.742,8,f
1963.0,0.768,8,f
1964.0,0.736,8,f
1965.0,0.781,8,f
1966.0,0.74,8,f
1967.0,0.731,8,f
1968.0,0.789,8,f
1969.0,0.784,8,f
1970.0,0.82,8,f
1971.0,0.804,8,f
1972.0,0.814,8,f
1973.0,0.779,8,f
1974.0,0.82,8,f
1975.0,0.796,8,f
1976.0,0.783,8,f
1977.0,0.776,8,f
1978.0,0.763,8,f
1979.0,0.731,8,f
1980.0,0.724,8,f
1981.0,0.761,8,f
1982.0,0.768,8,f
1983.0,0.736,8,f
1984.0,0.704,8,f
1940.0,0.902,9,f
1941.0,0.884,9,f
1942.0,0.896,9,f
1943.0,0.877,9,f
1944.0,0.908,9,f
1945.0,0.867,9,f
1946.0,0.887,9,f
1947.0,0.887,9,f
1948.0,0.868,9,f
1949.0,0.84,9,f
1950.0,0.863,9,f
1951.0,0.86,9,f
1952.0,0.83,9,f
1953.0,0.832,9,f
1954.0,0.82,9,f
1955.0,0.817,9,f
1956.0,0.808,9,f
1957.0,0.786,9,f
1958.0,0.776,9,f
1959.0,0.759,9,f
1960.0,0.749,9,f
1961.0,0.749,9,f
1962.0,0.733,9,f
1963.0,0.758,9,f
1964.0,0.734,9,f
1965.0,0.765,9,f
1966.0,0.728,9,f
1967.0,0.716,9,f
1968.0,0.78,9,f
1969.0,0.775,9,f
1970.0,0.795,9,f
1971.0,0.792,9,f
1972.0,0.804,9,f
1973.0,0.765,9,f
1974.0,0.81,9,f
1975.0,0.778,9,f
1976.0,0.769,9,f
1977.0,0.753,9,f
1978.0,0.729,9,f
1979.0,0.708,9,f
1980.0,0.695,9,f
1981.0,0.747,9,f
1982.0,0.729,9,f
1983.0,0.724,9,f
1984.0,0.693,9,f
1940.0,0.901,10,f
1941.0,0.882,10,f
1942.0,0.896,10,f
1943.0,0.878,10,f
1944.0,0.908,10,f
1945.0,0.868,10,f
1946.0,0.888,10,f
1947.0,0.888,10,f
1948.0,0.864,10,f
1949.0,0.835,10,f
1950.0,0.863,10,f
1951.0,0.86,10,f
1952.0,0.831,10,f
1953.0,0.828,10,f
1954.0,0.816,10,f
1955.0,0.813,10,f
1956.0,0.801,10,f
1957.0,0.775,10,f
1958.0,0.765,10,f
1959.0,0.748,10,f
1960.0,0.736,10,f
1961.0,0.739,10,f
1962.0,0.726,10,f
1963.0,0.746,10,f
1964.0,0.727,10,f
1965.0,0.759,10,f
1966.0,0.711,10,f
1967.0,0.709,10,f
1968.0,0.769,10,f
1969.0,0.769,10,f
1970.0,0.774,10,f
1971.0,0.774,10,f
1972.0,0.791,10,f
1973.0,0.75,10,f
1974.0,0.791,10,f
1975.0,0.765,10,f
1976.0,0.761,10,f
1977.0,0.74,10,f
1978.0,0.725,10,f
1979.0,0.702,10,f
1980.0,0.686,10,f
1981.0,0.73,10,f
1982.0,0.709,10,f
1983.0,0.707,10,f
1984.0,0.681,10,f
1940.0,0.903,11,f
1941.0,0.883,11,f
1942.0,0.898,11,f
1943.0,0.878,11,f
1944.0,0.908,11,f
1945.0,0.867,11,f
1946.0,0.886,11,f
1947.0,0.887,11,f
1948.0,0.862,11,f
1949.0,0.836,11,f
1950.0,0.863,11,f
1951.0,0.861,11,f
1952.0,0.829,11,f
1953.0,0.824,11,f
1954.0,0.815,11,f
1955.0,0.81,11,f
1956.0,0.8,11,f
1957.0,0.77,11,f
1958.0,0.759,11,f
1959.0,0.746,11,f
1960.0,0.722,11,f
1961.0,0.726,11,f
1962.0,0.719,11,f
1963.0,0.743,11,f
1964.0,0.722,11,f
1965.0,0.761,11,f
1966.0,0.701,11,f
1967.0,0.708,11,f
1968.0,0.758,11,f
1969.0,0.768,11,f
1970.0,0.756,11,f
1971.0,0.768,11,f
1972.0,0.791,11,f
1973.0,0.744,11,f
1974.0,0.783,11,f
1975.0,0.759,11,f
1976.0,0.756,11,f
1977.0,0.728,11,f
1978.0,0.719,11,f
1979.0,0.692,11,f
1980.0,0.661,11,f
1981.0,0.722,11,f
1982.0,0.694,11,f
1983.0,0.692,11,f
1984.0,0.668,11,f
1940.0,0.903,12,f
1941.0,0.883,12,f
1942.0,0.899,12,f
1943.0,0.879,12,f
1944.0,0.908,12,f
1945.0,0.868,12,f
1946.0,0.885,12,f
1947.0,0.888,12,f
1948.0,0.863,12,f
1949.0,0.839,12,f
1950.0,0.862,12,f
1951.0,0.863,12,f
1952.0,0.828,12,f
1953.0,0.822,12,f
1954.0,0.812,12,f
1955.0,0.807,12,f
1956.0,0.797,12,f
1957.0,0.765,12,f
1958.0,0.754,12,f
1959.0,0.745,12,f
1960.0,0.717,12,f
1961.0,0.722,12,f
1962.0,0.714,12,f
1963.0,0.737,12,f
1964.0,0.709,12,f
1965.0,0.756,12,f
1966.0,0.69,12,f
1967.0,0.705,12,f
1968.0,0.745,12,f
1969.0,0.764,12,f
1970.0,0.75,12,f
1971.0,0.756,12,f
1972.0,0.778,12,f
1973.0,0.734,12,f
1974.0,0.769,12,f
1975.0,0.746,12,f
1976.0,0.749,12,f
1977.0,0.718,12,f
1978.0,0.718,12,f
1979.0,0.684,12,f
1980.0,0.655,12,f
1981.0,0.709,12,f
1982.0,0.685,12,f
1983.0,0.678,12,f
1984.0,0.66,12,f
1940.0,0.902,13,f
1941.0,0.884,13,f
1942.0,0.901,13,f
1943.0,0.88,13,f
1944.0,0.91,13,f
1945.0,0.868,13,f
1946.0,0.888,13,f
1947.0,0.89,13,f
1948.0,0.863,13,f
1949.0,0.839,13,f
1950.0,0.862,13,f
1951.0,0.864,13,f
1952.0,0.828,13,f
1953.0,0.816,13,f
1954.0,0.808,13,f
1955.0,0.804,13,f
1956.0,0.791,13,f
1957.0,0.756,13,f
1958.0,0.751,13,f
1959.0,0.741,13,f
1960.0,0.709,13,f
1961.0,0.72,13,f
1962.0,0.708,13,f
1963.0,0.718,13,f
1964.0,0.691,13,f
1965.0,0.747,13,f
1966.0,0.682,13,f
1967.0,0.692,13,f
1968.0,0.73,13,f
1969.0,0.743,13,f
1970.0,0.74,13,f
1971.0,0.751,13,f
1972.0,0.763,13,f
1973.0,0.726,13,f
1974.0,0.764,13,f
1975.0,0.739,13,f
1976.0,0.728,13,f
1977.0,0.706,13,f
1978.0,0.706,13,f
1979.0,0.672,13,f
1980.0,0.638,13,f
1981.0,0.702,13,f
1982.0,0.677,13,f
1983.0,0.668,13,f
1984.0,0.636,13,f
1940.0,0.896,14,f
1941.0,0.881,14,f
1942.0,0.898,14,f
1943.0,0.878,14,f
1944.0,0.907,14,f
1945.0,0.865,14,f
1946.0,0.884,14,f
1947.0,0.889,14,f
1948.0,0.859,14,f
1949.0,0.839,14,f
1950.0,0.859,14,f
1951.0,0.862,14,f
1952.0,0.82,14,f
1953.0,0.811,14,f
1954.0,0.804,14,f
1955.0,0.797,14,f
1956.0,0.784,14,f
1957.0,0.751,14,f
1958.0,0.746,14,f
1959.0,0.737,14,f
1960.0,0.707,14,f
1961.0,0.716,14,f
1962.0,0.7,14,f
1963.0,0.705,14,f
1964.0,0.688,14,f
1965.0,0.739,14,f
1966.0,0.674,14,f
1967.0,0.683,14,f
1968.0,0.716,14,f
1969.0,0.727,14,f
1970.0,0.732,14,f
1971.0,0.746,14,f
1972.0,0.752,14,f
1973.0,0.718,14,f
1974.0,0.757,14,f
1975.0,0.722,14,f
1976.0,0.716,14,f
1977.0,0.699,14,f
1978.0,0.694,14,f
1979.0,0.654,14,f
1980.0,0.62,14,f
1981.0,0.696,14,f
1982.0,0.67,14,f
1983.0,0.658,14,f
1984.0,0.62,14,f
1940.0,0.896,15,f
1941.0,0.882,15,f
1942.0,0.9,15,f
1943.0,0.878,15,f
1944.0,0.907,15,f
1945.0,0.864,15,f
1946.0,0.884,15,f
1947.0,0.888,15,f
1948.0,0.861,15,f
1949.0,0.84,15,f
1950.0,0.857,15,f
1951.0,0.863,15,f
1952.0,0.817,15,f
1953.0,0.805,15,f
1954.0,0.795,15,f
1955.0,0.794,15,f
1956.0,0.783,15,f
1957.0,0.744,15,f
1958.0,0.74,15,f
1959.0,0.734,15,f
1960.0,0.704,15,f
1961.0,0.71,15,f
1962.0,0.694,15,f
1963.0,0.699,15,f
1964.0,0.678,15,f
1965.0,0.731,15,f
1966.0,0.67,15,f
1967.0,0.672,15,f
1968.0,0.702,15,f
1969.0,0.72,15,f
1970.0,0.722,15,f
1971.0,0.736,15,f
1972.0,0.739,15,f
1973.0,0.704,15,f
1974.0,0.739,15,f
1975.0,0.713,15,f
1976.0,0.705,15,f
1977.0,0.691,15,f
1978.0,0.679,15,f
1979.0,0.64,15,f
1980.0,0.608,15,f
1981.0,0.677,15,f
1982.0,0.649,15,f
1983.0,0.635,15,f
1984.0,0.611,15,f
1940.0,0.89,16,f
1941.0,0.877,16,f
1942.0,0.896,16,f
1943.0,0.875,16,f
1944.0,0.902,16,f
1945.0,0.86,16,f
1946.0,0.881,16,f
1947.0,0.881,16,f
1948.0,0.857,16,f
1949.0,0.836,16,f
1950.0,0.851,16,f
1951.0,0.859,16,f
1952.0,0.811,16,f
1953.0,0.796,16,f
1954.0,0.784,16,f
1955.0,0.788,16,f
1956.0,0.777,16,f
1957.0,0.736,16,f
1958.0,0.74,16,f
1959.0,0.73,16,f
1960.0,0.698,16,f
1961.0,0.699,16,f
1962.0,0.68,16,f
1963.0,0.684,16,f
1964.0,0.65,16,f
1965.0,0.718,16,f
1966.0,0.654,16,f
1967.0,0.649,16,f
1968.0,0.677,16,f
1969.0,0.712,16,f
1970.0,0.708,16,f
1971.0,0.718,16,f
1972.0,0.727,16,f
1973.0,0.68,16,f
1974.0,0.724,16,f
1975.0,0.702,16,f
1976.0,0.693,16,f
1977.0,0.679,16,f
1978.0,0.649,16,f
1979.0,0.607,16,f
1980.0,0.588,16,f
1981.0,0.665,16,f
1982.0,0.637,16,f
1983.0,0.626,16,f
1984.0,0.591,16,f
1940.0,0.894,17,f
1941.0,0.878,17,f
1942.0,0.899,17,f
1943.0,0.878,17,f
1944.0,0.905,17,f
1945.0,0.864,17,f
1946.0,0.885,17,f
1947.0,0.885,17,f
1948.0,0.858,17,f
1949.0,0.839,17,f
1950.0,0.852,17,f
1951.0,0.861,17,f
1952.0,0.812,17,f
1953.0,0.792,17,f
1954.0,0.778,17,f
1955.0,0.789,17,f
1956.0,0.776,17,f
1957.0,0.733,17,f
1958.0,0.739,17,f
1959.0,0.721,17,f
1960.0,0.701,17,f
1961.0,0.694,17,f
1962.0,0.68,17,f
1963.0,0.679,17,f
1964.0,0.647,17,f
1965.0,0.716,17,f
1966.0,0.653,17,f
1967.0,0.656,17,f
1968.0,0.67,17,f
1969.0,0.711,17,f
1970.0,0.704,17,f
1971.0,0.713,17,f
1972.0,0.721,17,f
1973.0,0.676,17,f
1974.0,0.72,17,f
1975.0,0.699,17,f
1976.0,0.688,17,f
1977.0,0.679,17,f
1978.0,0.643,17,f
1979.0,0.603,17,f
1980.0,0.583,17,f
1981.0,0.665,17,f
1982.0,0.641,17,f
1983.0,0.627,17,f
1984.0,0.581,17,f
1940.0,0.893,18,f
1941.0,0.877,18,f
1942.0,0.9,18,f
1943.0,0.878,18,f
1944.0,0.905,18,f
1945.0,0.863,18,f
1946.0,0.883,18,f
1947.0,0.882,18,f
1948.0,0.855,18,f
1949.0,0.835,18,f
1950.0,0.849,18,f
1951.0,0.86,18,f
1952.0,0.803,18,f
1953.0,0.783,18,f
1954.0,0.773,18,f
1955.0,0.781,18,f
1956.0,0.764,18,f
1957.0,0.727,18,f
1958.0,0.734,18,f
1959.0,0.715,18,f
1960.0,0.695,18,f
1961.0,0.677,18,f
1962.0,0.655,18,f
1963.0,0.672,18,f
1964.0,0.639,18,f
1965.0,0.704,18,f
1966.0,0.645,18,f
1967.0,0.648,18,f
1968.0,0.662,18,f
1969.0,0.7,18,f
1970.0,0.692,18,f
1971.0,0.701,18,f
1972.0,0.704,18,f
1973.0,0.667,18,f
1974.0,0.713,18,f
1975.0,0.69,18,f
1976.0,0.678,18,f
1977.0,0.661,18,f
1978.0,0.63,18,f
1979.0,0.594,18,f
1980.0,0.568,18,f
1981.0,0.651,18,f
1982.0,0.632,18,f
1983.0,0.609,18,f
1984.0,0.572,18,f
1940.0,0.892,19,f
1941.0,0.878,19,f
1942.0,0.899,19,f
1943.0,0.877,19,f
1944.0,0.903,19,f
1945.0,0.859,19,f
1946.0,0.882,19,f
1947.0,0.879,19,f
1948.0,0.852,19,f
1949.0,0.832,19,f
1950.0,0.843,19,f
1951.0,0.858,19,f
1952.0,0.799,19,f
1953.0,0.779,19,f
1954.0,0.769,19,f
1955.0,0.771,19,f
1956.0,0.763,19,f
1957.0,0.723,19,f
1958.0,0.724,19,f
1959.0,0.707,19,f
1960.0,0.685,19,f
1961.0,0.668,19,f
1962.0,0.653,19,f
1963.0,0.668,19,f
1964.0,0.634,19,f
1965.0,0.69,19,f
1966.0,0.64,19,f
1967.0,0.64,19,f
1968.0,0.656,19,f
1969.0,0.687,19,f
1970.0,0.683,19,f
1971.0,0.696,19,f
1972.0,0.695,19,f
1973.0,0.646,19,f
1974.0,0.708,19,f
1975.0,0.682,19,f
1976.0,0.664,19,f
1977.0,0.649,19,f
1978.0,0.615,19,f
1979.0,0.585,19,f
1980.0,0.558,19,f
1981.0,0.641,19,f
1982.0,0.607,19,f
1983.0,0.593,19,f
1984.0,0.569,19,f
1940.0,0.895,20,f
1941.0,0.879,20,f
1942.0,0.9,20,f
1943.0,0.877,20,f
1944.0,0.903,20,f
1945.0,0.857,20,f
1946.0,0.882,20,f
1947.0,0.879,20,f
1948.0,0.852,20,f
1949.0,0.832,20,f
1950.0,0.842,20,f
1951.0,0.857,20,f
1952.0,0.796,20,f
1953.0,0.778,20,f
1954.0,0.766,20,f
1955.0,0.769,20,f
1956.0,0.758,20,f
1957.0,0.724,20,f
1958.0,0.722,20,f
1959.0,0.713,20,f
1960.0,0.683,20,f
1961.0,0.676,20,f
1962.0,0.645,20,f
1963.0,0.666,20,f
1964.0,0.632,20,f
1965.0,0.686,20,f
1966.0,0.634,20,f
1967.0,0.637,20,f
1968.0,0.648,20,f
1969.0,0.678,20,f
1970.0,0.68,20,f
1971.0,0.69,20,f
1972.0,0.688,20,f
1973.0,0.639,20,f
1974.0,0.704,20,f
1975.0,0.66,20,f
1976.0,0.659,20,f
1977.0,0.646,20,f
1978.0,0.609,20,f
1979.0,0.581,20,f
1980.0,0.55,20,f
1981.0,0.616,20,f
1982.0,0.602,20,f
1983.0,0.591,20,f
1984.0,0.567,20,f
1940.0,0.897,21,f
1941.0,0.879,21,f
1942.0,0.899,21,f
1943.0,0.877,21,f
1944.0,0.902,21,f
1945.0,0.855,21,f
1946.0,0.883,21,f
1947.0,0.879,21,f
1948.0,0.852,21,f
1949.0,0.83,21,f
1950.0,0.84,21,f
1951.0,0.853,21,f
1952.0,0.793,21,f
1953.0,0.775,21,f
1954.0,0.759,21,f
1955.0,0.769,21,f
1956.0,0.751,21,f
1957.0,0.719,21,f
1958.0,0.719,21,f
1959.0,0.709,21,f
1960.0,0.681,21,f
1961.0,0.667,21,f
1962.0,0.641,21,f
1963.0,0.659,21,f
1964.0,0.626,21,f
1965.0,0.679,21,f
1966.0,0.63,21,f
1967.0,0.624,21,f
1968.0,0.632,21,f
1969.0,0.666,21,f
1970.0,0.648,21,f
1971.0,0.676,21,f
1972.0,0.681,21,f
1973.0,0.626,21,f
1974.0,0.685,21,f
1975.0,0.651,21,f
1976.0,0.651,21,f
1977.0,0.638,21,f
1978.0,0.598,21,f
1979.0,0.569,21,f
1980.0,0.53,21,f
1981.0,0.61,21,f
1982.0,0.599,21,f
1983.0,0.587,21,f
1984.0,0.559,21,f
1940.0,0.897,22,f
1941.0,0.876,22,f
1942.0,0.898,22,f
1943.0,0.877,22,f
1944.0,0.902,22,f
1945.0,0.851,22,f
1946.0,0.882,22,f
1947.0,0.879,22,f
1948.0,0.85,22,f
1949.0,0.828,22,f
1950.0,0.838,22,f
1951.0,0.85,22,f
1952.0,0.792,22,f
1953.0,0.773,22,f
1954.0,0.753,22,f
1955.0,0.767,22,f
1956.0,0.748,22,f
1957.0,0.715,22,f
1958.0,0.717,22,f
1959.0,0.704,22,f
1960.0,0.679,22,f
1961.0,0.665,22,f
1962.0,0.64,22,f
1963.0,0.652,22,f
1964.0,0.625,22,f
1965.0,0.676,22,f
1966.0,0.632,22,f
1967.0,0.619,22,f
1968.0,0.62,22,f
1969.0,0.668,22,f
1970.0,0.65,22,f
1971.0,0.67,22,f
1972.0,0.675,22,f
1973.0,0.616,22,f
1974.0,0.678,22,f
1975.0,0.648,22,f
1976.0,0.649,22,f
1977.0,0.633,22,f
1978.0,0.595,22,f
1979.0,0.564,22,f
1980.0,0.533,22,f
1981.0,0.601,22,f
1982.0,0.601,22,f
1983.0,0.587,22,f
1984.0,0.553,22,f
1940.0,0.898,23,f
1941.0,0.879,23,f
1942.0,0.9,23,f
1943.0,0.879,23,f
1944.0,0.903,23,f
1945.0,0.85,23,f
1946.0,0.883,23,f
1947.0,0.88,23,f
1948.0,0.851,23,f
1949.0,0.828,23,f
1950.0,0.841,23,f
1951.0,0.85,23,f
1952.0,0.793,23,f
1953.0,0.774,23,f
1954.0,0.755,23,f
1955.0,0.764,23,f
1956.0,0.744,23,f
1957.0,0.716,23,f
1958.0,0.72,23,f
1959.0,0.698,23,f
1960.0,0.674,23,f
1961.0,0.666,23,f
1962.0,0.638,23,f
1963.0,0.642,23,f
1964.0,0.626,23,f
1965.0,0.667,23,f
1966.0,0.627,23,f
1967.0,0.618,23,f
1968.0,0.621,23,f
1969.0,0.663,23,f
1970.0,0.648,23,f
1971.0,0.665,23,f
1972.0,0.668,23,f
1973.0,0.613,23,f
1974.0,0.671,23,f
1975.0,0.646,23,f
1976.0,0.645,23,f
1977.0,0.615,23,f
1978.0,0.592,23,f
1979.0,0.562,23,f
1980.0,0.531,23,f
1981.0,0.603,23,f
1982.0,0.602,23,f
1983.0,0.588,23,f
1984.0,0.547,23,f
1940.0,0.897,24,f
1941.0,0.876,24,f
1942.0,0.898,24,f
1943.0,0.876,24,f
1944.0,0.901,24,f
1945.0,0.846,24,f
1946.0,0.882,24,f
1947.0,0.877,24,f
1948.0,0.849,24,f
1949.0,0.824,24,f
1950.0,0.837,24,f
1951.0,0.846,24,f
1952.0,0.786,24,f
1953.0,0.767,24,f
1954.0,0.749,24,f
1955.0,0.758,24,f
1956.0,0.742,24,f
1957.0,0.713,24,f
1958.0,0.715,24,f
1959.0,0.686,24,f
1960.0,0.665,24,f
1961.0,0.659,24,f
1962.0,0.621,24,f
1963.0,0.626,24,f
1964.0,0.622,24,f
1965.0,0.653,24,f
1966.0,0.613,24,f
1967.0,0.617,24,f
1968.0,0.614,24,f
1969.0,0.654,24,f
1970.0,0.642,24,f
1971.0,0.65,24,f
1972.0,0.657,24,f
1973.0,0.606,24,f
1974.0,0.665,24,f
1975.0,0.64,24,f
1976.0,0.631,24,f
1977.0,0.607,24,f
1978.0,0.589,24,f
